,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group,Subscription_Status
5345,72234,Pennsylvania,2017-06-30,2394,342,ZZ,S,D,G,A,P,A,C,A,67.0,4.0,7.0,999,11.0,Renewed
5346,72411,Pennsylvania,2017-06-30,1680,240,ZZ,S,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
5350,49470,New Jersey,2017-06-30,1680,240,ZZ,S,C,G,C,N,C,G,D,61.0,5.0,7.0,999,11.0,Not Renewed
5351,50214,New Jersey,2017-06-30,3850,550,ZZ,R,D,F,B,O,A,H,G,342.0,4.0,7.0,999,11.0,Renewed
5352,62694,New York,2017-06-30,2450,350,ZZ,S,G,H,A,P,A,H,H,79.0,4.0,7.0,999,11.0,Renewed
5353,63981,New York,2017-06-30,1680,240,ZZ,T,E,F,D,H,C,B,A,236.0,3.0,7.0,999,11.0,Not Renewed
5356,65256,New York,2017-06-30,2800,400,ZZ,R,A,H,B,O,A,B,A,143.0,4.0,7.0,999,11.0,Renewed
5358,66054,New York,2017-06-30,2331,333,ZZ,R,D,C,B,J,B,B,A,229.0,1.0,7.0,999,11.0,Not Renewed
5359,66240,New York,2017-06-30,1680,240,ZZ,S,D,H,C,K,B,B,A,0.0,3.0,7.0,999,11.0,Renewed
5360,66291,New York,2017-06-30,1680,240,ZZ,R,D,H,C,L,B,B,A,0.0,3.0,7.0,999,11.0,Renewed
5361,66423,New York,2017-06-30,2660,380,ZZ,T,F,G,C,I,C,C,A,203.0,4.0,7.0,999,11.0,Not Renewed
5362,66588,New York,2017-06-30,1680,240,ZZ,R,E,F,C,K,B,H,G,0.0,5.0,7.0,999,11.0,Renewed
5363,67098,New York,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5364,67683,New York,2017-06-30,1680,240,ZZ,T,D,F,C,H,C,H,G,172.0,3.0,7.0,999,11.0,Not Renewed
5365,67743,New York,2017-06-30,3150,450,ZZ,T,C,G,C,I,C,H,F,196.0,3.0,7.0,999,11.0,Renewed
5366,78012,Pennsylvania,2017-06-30,1680,240,ZZ,ZZ,E,F,C,L,C,G,E,93.0,5.0,7.0,999,11.0,Not Renewed
5369,81759,Pennsylvania,2017-06-30,1680,240,ZZ,S,C,F,D,B,D,D,B,197.0,4.0,7.0,999,11.0,Not Renewed
5374,74781,Pennsylvania,2017-06-30,2100,300,ZZ,S,F,E,B,J,B,F,C,173.0,2.0,7.0,999,11.0,Not Renewed
5375,74865,Pennsylvania,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5376,75015,Pennsylvania,2017-06-30,3234,462,ZZ,S,D,F,A,Q,A,B,A,30.0,4.0,7.0,999,11.0,Renewed
5377,76407,Pennsylvania,2017-06-30,3262,466,ZZ,T,D,F,B,J,B,H,E,173.0,2.0,7.0,999,11.0,Renewed
5379,76767,Pennsylvania,2017-06-30,2331,333,ZZ,R,D,F,C,G,B,H,G,238.0,2.0,7.0,999,11.0,Not Renewed
5381,87261,Virginia,2017-06-30,2065,295,ZZ,R,F,H,B,Q,A,G,E,141.0,5.0,7.0,999,11.0,Not Renewed
5391,136905,South Carolina,2017-06-30,2275,325,ZZ,T,K,H,D,C,C,G,E,459.0,1.0,7.0,999,11.0,Not Renewed
5392,135642,South Carolina,2017-06-30,3997,571,ZZ,S,D,H,C,M,B,G,D,312.0,3.0,7.0,999,11.0,Renewed
5393,134574,South Carolina,2017-06-30,3654,522,ZZ,S,D,H,C,F,B,G,D,423.0,1.0,7.0,999,11.0,Renewed
5394,131688,South Carolina,2017-06-30,3500,500,ZZ,R,E,H,C,C,B,G,D,214.0,1.0,7.0,999,11.0,Renewed
5395,127572,North Carolina,2017-06-30,3850,550,ZZ,ZZ,E,H,C,B,B,G,E,486.0,1.0,7.0,999,11.0,Not Renewed
5396,127614,North Carolina,2017-06-30,1680,240,ZZ,ZZ,E,H,C,B,B,G,E,167.0,1.0,7.0,999,11.0,Not Renewed
5397,127686,North Carolina,2017-06-30,3150,450,ZZ,ZZ,E,H,C,B,B,G,E,339.0,1.0,7.0,999,11.0,Not Renewed
5399,122856,North Carolina,2017-06-30,1680,240,ZZ,R,F,H,C,F,C,G,E,494.0,3.0,7.0,999,11.0,Not Renewed
5401,139461,South Carolina,2017-06-30,1925,275,ZZ,R,K,H,D,C,C,G,E,288.0,1.0,7.0,999,11.0,Not Renewed
5402,140901,South Carolina,2017-06-30,2100,300,ZZ,S,G,J,C,B,C,G,E,367.0,1.0,7.0,999,11.0,Not Renewed
5403,148575,Georgia,2017-06-30,3465,495,ZZ,U,I,J,C,O,B,G,E,360.0,5.0,7.0,999,11.0,Renewed
5404,150810,Georgia,2017-06-30,4200,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5405,152505,Georgia,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
5409,101577,West Virginia,2017-06-30,1680,240,ZZ,U,E,H,C,A,C,G,E,0.0,2.0,7.0,999,11.0,Renewed
5410,101607,West Virginia,2017-06-30,2380,340,ZZ,U,E,H,C,I,C,G,E,0.0,5.0,7.0,999,11.0,Renewed
5411,101115,West Virginia,2017-06-30,4900,700,ZZ,T,D,H,B,O,A,H,D,253.0,5.0,7.0,999,11.0,Renewed
5412,101139,West Virginia,2017-06-30,2765,395,ZZ,R,D,H,B,O,A,H,D,178.0,5.0,7.0,999,11.0,Renewed
5413,101172,West Virginia,2017-06-30,2170,310,ZZ,T,D,H,B,K,A,H,D,0.0,2.0,7.0,999,11.0,Renewed
5414,101202,West Virginia,2017-06-30,1680,240,ZZ,S,E,H,C,K,C,G,E,87.0,5.0,7.0,999,11.0,Not Renewed
5415,101214,West Virginia,2017-06-30,3675,525,ZZ,S,E,H,C,K,C,G,E,331.0,5.0,7.0,999,11.0,Renewed
5419,99753,Virginia,2017-06-30,4109,587,ZZ,T,A,H,B,J,A,G,E,267.0,2.0,7.0,999,11.0,Renewed
5420,99888,Virginia,2017-06-30,2590,370,ZZ,S,A,H,B,O,A,G,E,59.0,4.0,7.0,999,11.0,Renewed
5421,114450,North Carolina,2017-06-30,5950,850,ZZ,R,F,H,C,L,C,G,E,382.0,5.0,7.0,999,11.0,Renewed
5422,109779,North Carolina,2017-06-30,1680,240,ZZ,T,H,H,C,Z,B,G,D,135.0,1.0,7.0,999,11.0,Not Renewed
5428,10743735,Kentucky,2017-06-30,1750,250,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5429,11344008,North Carolina,2017-06-30,3500,500,ZZ,U,K,K,ZZ,E,C,Z,Z,0.0,2.0,7.0,999,11.0,Renewed
5430,10162608,Kentucky,2017-06-30,8400,1200,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5433,16702626,Kentucky,2017-06-30,2100,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5437,8226660,Ohio,2017-06-30,3990,570,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5438,8324529,Indiana,2017-06-30,2100,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5439,8369805,California,2017-06-30,4102,586,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5440,8036838,California,2017-06-30,2681,383,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5441,8074698,Ohio,2017-06-30,3857,551,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5442,8724843,Ohio,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5443,8517339,California,2017-06-30,2310,330,ZZ,S,J,J,D,F,D,D,A,477.0,2.0,7.0,999,11.0,Renewed
5447,9588570,Florida,2017-06-30,4900,700,ZZ,S,K,K,B,M,A,Z,Z,143.0,2.0,7.0,999,11.0,Renewed
5449,10137387,California,2017-06-30,4662,666,ZZ,U,K,K,C,G,C,Z,Z,385.0,3.0,7.0,999,11.0,Renewed
5450,9744915,Arizona,2017-06-30,5040,720,ZZ,U,K,K,C,O,B,Z,Z,19.0,5.0,7.0,999,11.0,Renewed
5452,7130532,Georgia,2017-06-30,3990,570,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5455,7260957,California,2017-06-30,1820,260,ZZ,U,B,D,C,N,B,F,D,85.0,5.0,7.0,999,11.0,Renewed
5456,6949344,Texas,2017-06-30,3129,447,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5457,6980583,Florida,2017-06-30,13300,1900,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5458,7057653,Illinois,2017-06-30,2499,357,ZZ,S,B,G,B,O,A,G,C,115.0,4.0,7.0,999,11.0,Renewed
5460,7071027,Florida,2017-06-30,5005,715,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5462,7781604,Missouri,2017-06-30,3080,440,ZZ,T,B,G,B,L,B,H,C,207.0,2.0,7.0,999,11.0,Renewed
5463,7829010,Texas,2017-06-30,3129,447,ZZ,U,F,H,B,L,A,G,E,197.0,4.0,7.0,999,11.0,Renewed
5464,7906317,New York,2017-06-30,2310,330,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5465,7938822,Illinois,2017-06-30,2499,357,ZZ,S,B,G,B,O,A,G,C,73.0,4.0,7.0,999,11.0,Renewed
5466,7505613,North Carolina,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5467,7414539,Texas,2017-06-30,3143,449,ZZ,S,F,H,B,Q,A,G,E,52.0,5.0,7.0,999,11.0,Renewed
5468,7422420,Georgia,2017-06-30,4060,580,ZZ,R,E,I,B,N,B,G,E,367.0,4.0,7.0,999,11.0,Renewed
5469,7429122,California,2017-06-30,5082,726,ZZ,S,E,E,B,O,A,C,A,287.0,2.0,7.0,999,11.0,Renewed
5471,7517187,Florida,2017-06-30,4648,664,ZZ,U,H,I,C,N,B,G,E,362.0,5.0,7.0,999,11.0,Renewed
5472,7528338,California,2017-06-30,5600,800,ZZ,S,H,H,C,I,C,D,A,792.0,3.0,7.0,999,11.0,Renewed
5473,7533624,South Carolina,2017-06-30,5775,825,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5474,6027801,Arkansas,2017-06-30,1750,250,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5476,6087234,Florida,2017-06-30,4550,650,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5478,5643168,Georgia,2017-06-30,4830,690,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5479,5612181,California,2017-06-30,4312,616,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5480,5776197,Texas,2017-06-30,3094,442,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5481,5879835,California,2017-06-30,2100,300,ZZ,U,J,J,D,D,D,D,A,475.0,2.0,7.0,999,11.0,Renewed
5482,6651795,Texas,2017-06-30,3633,519,ZZ,U,F,H,D,E,C,G,E,512.0,3.0,7.0,999,11.0,Renewed
5483,6853320,Ohio,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5486,6597720,Illinois,2017-06-30,2499,357,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5488,6441360,California,2017-06-30,3682,526,ZZ,T,C,F,C,J,B,E,D,468.0,5.0,7.0,999,11.0,Renewed
5489,6389214,Kansas,2017-06-30,2786,398,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5491,6499068,Arizona,2017-06-30,4550,650,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5492,6505509,Texas,2017-06-30,4375,625,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5493,6462657,Louisiana,2017-06-30,5880,840,ZZ,S,D,F,B,N,A,H,E,357.0,5.0,7.0,999,11.0,Renewed
5496,5145045,California,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5497,5147040,California,2017-06-30,4550,650,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5498,5251506,California,2017-06-30,5250,750,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5499,5371662,California,2017-06-30,8400,1200,ZZ,S,G,H,C,B,C,D,A,976.0,1.0,7.0,999,11.0,Renewed
5502,4908741,California,2017-06-30,3465,495,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5503,4933482,Arizona,2017-06-30,4053,579,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5504,5080350,California,2017-06-30,6720,960,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5505,5094387,California,2017-06-30,5250,750,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5506,5105307,Rhode Island,2017-06-30,2450,350,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5511,4574277,California,2017-06-30,4662,666,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5512,4586217,California,2017-06-30,6125,875,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Renewed
5513,4555578,California,2017-06-30,3850,550,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5517,3327429,Louisiana,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5518,3350631,California,2017-06-30,6510,930,ZZ,U,H,H,D,F,D,D,A,807.0,4.0,7.0,999,11.0,Renewed
5520,3362730,Kansas,2017-06-30,2303,329,ZZ,T,G,D,B,P,A,E,B,53.0,5.0,7.0,999,11.0,Renewed
5522,3516750,Tennessee,2017-06-30,1680,240,ZZ,R,K,E,D,C,C,E,C,163.0,1.0,7.0,999,11.0,Renewed
5526,3656754,Tennessee,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
5527,3679449,South Dakota,2017-06-30,1995,285,ZZ,R,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
5528,3686946,Iowa,2017-06-30,2100,300,ZZ,R,E,C,B,L,A,F,B,135.0,3.0,7.0,999,11.0,Renewed
5529,3734307,Texas,2017-06-30,1680,240,ZZ,S,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,7.0,999,11.0,Renewed
5530,3551949,Washington,2017-06-30,3990,570,ZZ,S,E,F,A,Q,A,E,D,42.0,5.0,7.0,999,11.0,Renewed
5533,4144311,Arizona,2017-06-30,2345,335,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5534,4001610,California,2017-06-30,2730,390,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5536,1181598,Oregon,2017-06-30,1680,240,ZZ,S,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,7.0,999,11.0,Renewed
5539,1175133,New York,2017-06-30,1680,240,ZZ,T,D,C,C,H,C,E,H,204.0,4.0,7.0,999,11.0,Renewed
5540,1178319,Texas,2017-06-30,1820,260,ZZ,T,C,F,D,G,C,G,E,171.0,4.0,7.0,999,11.0,Renewed
5542,1153017,Minnesota,2017-06-30,1771,253,ZZ,R,F,D,B,I,A,E,B,112.0,1.0,7.0,999,11.0,Renewed
5543,1159989,California,2017-06-30,6440,920,ZZ,S,A,E,B,O,A,E,C,357.0,4.0,7.0,999,11.0,Renewed
5544,1160934,Texas,2017-06-30,5082,726,ZZ,U,G,I,C,L,B,G,E,492.0,5.0,7.0,999,11.0,Renewed
5546,1156299,New Jersey,2017-06-30,2905,415,ZZ,R,K,E,A,Z,A,H,G,32.0,5.0,7.0,999,11.0,Renewed
5548,2109165,Iowa,2017-06-30,1680,240,ZZ,R,D,B,D,H,D,D,A,98.0,2.0,7.0,999,11.0,Renewed
5549,2107821,Oklahoma,2017-06-30,1680,240,ZZ,R,C,K,D,C,B,E,C,255.0,1.0,7.0,999,11.0,Renewed
5554,2104794,New Jersey,2017-06-30,1680,240,ZZ,S,K,D,B,L,B,F,C,90.0,2.0,7.0,999,11.0,Renewed
5556,2123928,Ohio,2017-06-30,3570,510,ZZ,T,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,5.0,7.0,999,11.0,Renewed
5557,2124285,Ohio,2017-06-30,1680,240,ZZ,U,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
5559,2125071,Michigan,2017-06-30,2625,375,ZZ,S,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,7.0,999,11.0,Renewed
5561,2127120,Minnesota,2017-06-30,2289,327,ZZ,S,F,G,A,P,A,H,C,121.0,3.0,7.0,999,11.0,Renewed
5562,2115213,California,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5563,2116212,California,2017-06-30,3500,500,ZZ,T,E,E,C,L,B,E,D,292.0,5.0,7.0,999,11.0,Renewed
5564,2116437,California,2017-06-30,1680,240,ZZ,R,C,C,C,D,B,F,D,106.0,2.0,7.0,999,11.0,Renewed
5565,2119077,New York,2017-06-30,2100,300,ZZ,R,B,G,C,H,C,H,G,0.0,4.0,7.0,999,11.0,Renewed
5567,2121696,Georgia,2017-06-30,2800,400,ZZ,ZZ,E,I,B,K,B,G,E,237.0,1.0,7.0,999,11.0,Renewed
5568,2121915,Georgia,2017-06-30,4900,700,ZZ,U,G,H,C,H,B,G,E,507.0,1.0,7.0,999,11.0,Renewed
5569,2122071,Florida,2017-06-30,4200,600,ZZ,U,H,I,C,A,B,G,E,330.0,1.0,7.0,999,11.0,Renewed
5570,2122665,Alabama,2017-06-30,1750,250,ZZ,R,D,H,C,M,B,G,D,216.0,4.0,7.0,999,11.0,Renewed
5574,2114271,Arizona,2017-06-30,4130,590,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5576,2226840,Tennessee,2017-06-30,2667,381,ZZ,R,A,E,C,C,B,E,C,415.0,1.0,7.0,999,11.0,Renewed
5577,2227131,California,2017-06-30,2520,360,ZZ,T,K,D,D,J,D,E,C,422.0,5.0,7.0,999,11.0,Renewed
5578,2214534,Kansas,2017-06-30,1820,260,ZZ,R,F,B,B,O,A,G,C,137.0,4.0,7.0,999,11.0,Renewed
5579,2214828,Kentucky,2017-06-30,2170,310,ZZ,R,K,F,D,A,D,E,C,232.0,1.0,7.0,999,11.0,Renewed
5580,2214888,Kentucky,2017-06-30,1680,240,ZZ,T,K,D,D,E,B,E,C,249.0,1.0,7.0,999,11.0,Renewed
5581,2221629,New York,2017-06-30,1680,240,ZZ,S,K,E,B,P,A,G,D,0.0,5.0,7.0,999,11.0,Renewed
5583,2233356,California,2017-06-30,2037,291,ZZ,S,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,7.0,999,11.0,Renewed
5584,2272365,Alaska,2017-06-30,1680,240,ZZ,R,F,C,C,O,C,E,C,0.0,5.0,7.0,999,11.0,Renewed
5586,2502822,California,2017-06-30,2198,314,ZZ,ZZ,H,H,C,P,B,D,A,50.0,5.0,7.0,999,11.0,Renewed
5588,2646696,California,2017-06-30,3367,481,ZZ,S,G,H,C,L,B,Z,Z,417.0,3.0,7.0,999,11.0,Renewed
5589,3008436,Georgia,2017-06-30,3738,534,ZZ,R,E,H,C,K,B,G,D,320.0,2.0,7.0,999,11.0,Renewed
5590,2826129,Oklahoma,2017-06-30,3325,475,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5591,2944227,California,2017-06-30,4536,648,ZZ,U,A,H,C,L,C,D,A,275.0,3.0,7.0,999,11.0,Renewed
5592,2961225,Texas,2017-06-30,1680,240,ZZ,U,I,J,C,O,C,G,E,116.0,5.0,7.0,999,11.0,Renewed
5593,2979375,Georgia,2017-06-30,4060,580,ZZ,T,D,H,C,J,B,G,E,488.0,1.0,7.0,999,11.0,Renewed
5595,2138733,Michigan,2017-06-30,1680,240,ZZ,R,E,D,C,G,C,E,B,138.0,2.0,7.0,999,11.0,Renewed
5596,2139138,Iowa,2017-06-30,1680,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,999,11.0,Not Renewed
5597,2137395,Pennsylvania,2017-06-30,3115,445,ZZ,ZZ,E,E,C,I,B,H,G,115.0,2.0,7.0,999,11.0,Renewed
5598,2135490,California,2017-06-30,1750,250,ZZ,R,E,H,C,M,B,F,D,167.0,3.0,7.0,999,11.0,Renewed
5599,2135580,California,2017-06-30,1680,240,ZZ,R,E,F,B,O,A,H,A,50.0,3.0,7.0,999,11.0,Renewed
5600,2135658,California,2017-06-30,4830,690,ZZ,U,F,E,D,I,C,E,D,444.0,2.0,7.0,999,11.0,Renewed
5602,2136978,New York,2017-06-30,1680,240,ZZ,R,K,E,C,L,C,Z,Z,129.0,4.0,7.0,999,11.0,Renewed
5605,2142624,Arizona,2017-06-30,2345,335,ZZ,R,B,D,C,B,D,H,F,259.0,3.0,7.0,999,11.0,Renewed
5609,2197866,Alabama,2017-06-30,2261,323,ZZ,T,C,F,D,D,C,E,C,425.0,3.0,7.0,999,11.0,Renewed
5614,2140353,North Dakota,2017-06-30,2800,400,ZZ,R,E,B,C,C,D,E,B,213.0,3.0,7.0,999,11.0,Renewed
5616,2139906,Minnesota,2017-06-30,1680,240,ZZ,R,E,D,B,K,B,E,B,56.0,3.0,7.0,999,11.0,Renewed
5617,105564,North Carolina,2017-07-31,6248,781,ZZ,S,H,I,C,I,C,G,E,472.0,2.0,8.0,999,11.0,Renewed
5619,104169,West Virginia,2017-07-31,2736,342,ZZ,R,D,H,C,H,B,H,E,351.0,1.0,8.0,999,11.0,Not Renewed
5620,103437,West Virginia,2017-07-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
5621,111054,North Carolina,2017-07-31,6000,750,ZZ,R,H,H,C,H,B,G,D,632.0,1.0,8.0,999,11.0,Renewed
5622,108843,North Carolina,2017-07-31,2176,272,ZZ,R,B,G,C,B,C,C,A,471.0,1.0,8.0,999,11.0,Not Renewed
5623,106692,North Carolina,2017-07-31,4160,520,ZZ,ZZ,G,H,C,I,B,G,D,331.0,1.0,8.0,999,11.0,Renewed
5624,118614,North Carolina,2017-07-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
5625,115587,North Carolina,2017-07-31,3200,400,ZZ,R,K,G,B,K,A,E,C,213.0,1.0,8.0,999,11.0,Renewed
5629,114759,North Carolina,2017-07-31,1920,240,ZZ,R,C,H,D,A,D,H,D,147.0,2.0,8.0,999,11.0,Not Renewed
5631,99846,Virginia,2017-07-31,4640,580,ZZ,T,E,H,D,C,D,G,D,478.0,4.0,8.0,999,11.0,Renewed
5633,99957,Virginia,2017-07-31,1920,240,ZZ,R,E,G,C,L,B,G,D,32.0,3.0,8.0,999,11.0,Renewed
5634,100086,Virginia,2017-07-31,3112,389,ZZ,R,D,G,C,A,C,H,D,316.0,1.0,8.0,999,11.0,Not Renewed
5635,99492,Virginia,2017-07-31,3000,375,ZZ,R,A,F,C,G,B,E,C,158.0,4.0,8.0,999,11.0,Renewed
5636,99222,Virginia,2017-07-31,1920,240,ZZ,R,B,H,C,D,C,G,D,158.0,2.0,8.0,999,11.0,Not Renewed
5637,99177,Virginia,2017-07-31,1920,240,ZZ,R,F,H,C,C,C,G,D,124.0,2.0,8.0,999,11.0,Not Renewed
5638,99270,Virginia,2017-07-31,2000,250,ZZ,T,B,H,C,C,C,G,D,180.0,2.0,8.0,999,11.0,Not Renewed
5639,98646,Virginia,2017-07-31,3400,425,ZZ,T,F,F,D,C,C,E,C,521.0,3.0,8.0,999,11.0,Not Renewed
